* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* 
* Line Format
* Line Number, Biome Category, Mod:Biome, EntityType, Mod:Entity, Spawnweight, Min Group Size, Max Group Size.
20340, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20341, forest, ars_nouveau:archwood_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20342, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:spider, 80, 4, 4
20343, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:zombie, 80, 4, 4
20344, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
20345, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:skeleton, 80, 4, 4
20346, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:creeper, 80, 4, 4
20347, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:slime, 80, 4, 4
20348, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:enderman, 5, 1, 4
20349, extreme_hills, cavebiomeapi:caves, MONSTER, minecraft:witch, 5, 1, 1
20350, extreme_hills, cavebiomeapi:caves, MONSTER, thermal:basalz, 10, 1, 3
20351, extreme_hills, cavebiomeapi:caves, MONSTER, mowziesmobs:grottol, 10, 1, 1
20352, extreme_hills, cavebiomeapi:caves, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20353, extreme_hills, cavebiomeapi:caves, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20354, extreme_hills, cavebiomeapi:caves, MONSTER, tconstruct:earth_slime, 80, 2, 4
20355, extreme_hills, cavebiomeapi:caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
20356, extreme_hills, cavebiomeapi:caves, MONSTER, quark:stoneling, 80, 1, 1
20357, extreme_hills, cavebiomeapi:caves, MONSTER, quark:toretoise, 80, 1, 1
20358, extreme_hills, cavebiomeapi:caves, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20359, extreme_hills, cavebiomeapi:caves, CREATURE, ars_nouveau:sylph, 10, 1, 1
20360, extreme_hills, cavebiomeapi:caves, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20361, extreme_hills, cavebiomeapi:caves, AMBIENT, minecraft:bat, 10, 8, 8
20362, extreme_hills, cavebiomeapi:caves, WATER_CREATURE, minecraft:squid, 80, 4, 4
20363, extreme_hills, cavebiomeapi:caves, WATER_CREATURE, minecraft:squid, 80, 4, 4
20364, none, appliedenergistics2:spatial_storage, MONSTER, mowziesmobs:grottol, 10, 1, 1
20365, none, appliedenergistics2:spatial_storage, MONSTER, tconstruct:earth_slime, 80, 2, 4
20366, none, appliedenergistics2:spatial_storage, MONSTER, tconstruct:sky_slime, 80, 2, 4
20367, none, appliedenergistics2:spatial_storage, MONSTER, quark:stoneling, 80, 1, 1
20368, none, appliedenergistics2:spatial_storage, MONSTER, quark:toretoise, 80, 1, 1
20369, none, appliedenergistics2:spatial_storage, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20370, none, appliedenergistics2:spatial_storage, WATER_CREATURE, minecraft:squid, 80, 4, 4
20371, none, appliedenergistics2:spatial_storage, WATER_CREATURE, minecraft:squid, 80, 4, 4
20372, the_end, outer_end:azure_forest, MONSTER, minecraft:enderman, 5, 1, 3
20373, the_end, outer_end:azure_forest, MONSTER, outer_end:purpur_golem, 10, 1, 1
20374, the_end, outer_end:azure_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
20375, the_end, outer_end:azure_forest, MONSTER, tconstruct:ender_slime, 10, 2, 4
20376, the_end, outer_end:azure_forest, MONSTER, quark:stoneling, 80, 1, 1
20377, the_end, outer_end:azure_forest, MONSTER, quark:toretoise, 80, 1, 1
20378, the_end, outer_end:azure_forest, CREATURE, outer_end:spectrafly, 10, 1, 3
20379, the_end, outer_end:azure_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20380, the_end, outer_end:azure_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20381, the_end, outer_end:crystal_crag, MONSTER, minecraft:enderman, 5, 1, 3
20382, the_end, outer_end:crystal_crag, MONSTER, outer_end:stalker, 10, 2, 4
20383, the_end, outer_end:crystal_crag, MONSTER, outer_end:purpur_golem, 10, 1, 1
20384, the_end, outer_end:crystal_crag, MONSTER, outer_end:stalker, 10, 1, 4
20385, the_end, outer_end:crystal_crag, MONSTER, mowziesmobs:grottol, 10, 1, 1
20386, the_end, outer_end:crystal_crag, MONSTER, tconstruct:ender_slime, 10, 2, 4
20387, the_end, outer_end:crystal_crag, MONSTER, quark:stoneling, 80, 1, 1
20388, the_end, outer_end:crystal_crag, MONSTER, quark:toretoise, 80, 1, 1
20389, the_end, outer_end:crystal_crag, WATER_CREATURE, minecraft:squid, 80, 4, 4
20390, the_end, outer_end:crystal_crag, WATER_CREATURE, minecraft:squid, 80, 4, 4
20391, none, tardis:tardis, MONSTER, mowziesmobs:grottol, 10, 1, 1
20392, none, tardis:tardis, MONSTER, tconstruct:earth_slime, 80, 2, 4
20393, none, tardis:tardis, MONSTER, tconstruct:sky_slime, 80, 2, 4
20394, none, tardis:tardis, MONSTER, quark:stoneling, 80, 1, 1
20395, none, tardis:tardis, MONSTER, quark:toretoise, 80, 1, 1
20396, none, tardis:tardis, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20397, none, tardis:tardis, WATER_CREATURE, minecraft:squid, 80, 4, 4
20398, none, tardis:tardis, WATER_CREATURE, minecraft:squid, 80, 4, 4
20399, plains, chaosawakens:dense_plains, MONSTER, minecraft:spider, 80, 4, 4
20400, plains, chaosawakens:dense_plains, MONSTER, minecraft:zombie, 80, 4, 4
20401, plains, chaosawakens:dense_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
20402, plains, chaosawakens:dense_plains, MONSTER, minecraft:skeleton, 80, 4, 4
20403, plains, chaosawakens:dense_plains, MONSTER, minecraft:creeper, 80, 4, 4
20404, plains, chaosawakens:dense_plains, MONSTER, minecraft:slime, 80, 4, 4
20405, plains, chaosawakens:dense_plains, MONSTER, minecraft:enderman, 5, 1, 4
20406, plains, chaosawakens:dense_plains, MONSTER, minecraft:witch, 5, 1, 1
20407, plains, chaosawakens:dense_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
20408, plains, chaosawakens:dense_plains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20409, plains, chaosawakens:dense_plains, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20410, plains, chaosawakens:dense_plains, MONSTER, tconstruct:earth_slime, 80, 2, 4
20411, plains, chaosawakens:dense_plains, MONSTER, tconstruct:sky_slime, 80, 2, 4
20412, plains, chaosawakens:dense_plains, MONSTER, quark:stoneling, 80, 1, 1
20413, plains, chaosawakens:dense_plains, MONSTER, quark:toretoise, 80, 1, 1
20414, plains, chaosawakens:dense_plains, CREATURE, minecraft:sheep, 12, 4, 4
20415, plains, chaosawakens:dense_plains, CREATURE, minecraft:pig, 10, 4, 4
20416, plains, chaosawakens:dense_plains, CREATURE, minecraft:chicken, 10, 4, 4
20417, plains, chaosawakens:dense_plains, CREATURE, minecraft:cow, 10, 4, 4
20418, plains, chaosawakens:dense_plains, CREATURE, minecraft:llama, 10, 4, 6
20419, plains, chaosawakens:dense_plains, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20420, plains, chaosawakens:dense_plains, CREATURE, ars_nouveau:sylph, 10, 1, 1
20421, plains, chaosawakens:dense_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20422, plains, chaosawakens:dense_plains, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
20423, plains, chaosawakens:dense_plains, AMBIENT, minecraft:bat, 10, 8, 8
20424, plains, chaosawakens:dense_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20425, plains, chaosawakens:dense_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20426, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20427, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20428, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20429, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20430, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20431, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20432, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20433, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20434, plains, chaosawakens:dense_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20435, forest, chaosawakens:dense_forest, MONSTER, minecraft:spider, 80, 4, 4
20436, forest, chaosawakens:dense_forest, MONSTER, minecraft:zombie, 80, 4, 4
20437, forest, chaosawakens:dense_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
20438, forest, chaosawakens:dense_forest, MONSTER, minecraft:skeleton, 80, 4, 4
20439, forest, chaosawakens:dense_forest, MONSTER, minecraft:creeper, 80, 4, 4
20440, forest, chaosawakens:dense_forest, MONSTER, minecraft:slime, 80, 4, 4
20441, forest, chaosawakens:dense_forest, MONSTER, minecraft:enderman, 5, 1, 4
20442, forest, chaosawakens:dense_forest, MONSTER, minecraft:witch, 5, 1, 1
20443, forest, chaosawakens:dense_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
20444, forest, chaosawakens:dense_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20445, forest, chaosawakens:dense_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20446, forest, chaosawakens:dense_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
20447, forest, chaosawakens:dense_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
20448, forest, chaosawakens:dense_forest, MONSTER, quark:stoneling, 80, 1, 1
20449, forest, chaosawakens:dense_forest, MONSTER, quark:toretoise, 80, 1, 1
20450, forest, chaosawakens:dense_forest, CREATURE, minecraft:sheep, 12, 4, 4
20451, forest, chaosawakens:dense_forest, CREATURE, minecraft:pig, 10, 4, 4
20452, forest, chaosawakens:dense_forest, CREATURE, minecraft:chicken, 10, 4, 4
20453, forest, chaosawakens:dense_forest, CREATURE, minecraft:cow, 10, 4, 4
20454, forest, chaosawakens:dense_forest, CREATURE, minecraft:llama, 10, 4, 6
20455, forest, chaosawakens:dense_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20456, forest, chaosawakens:dense_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
20457, forest, chaosawakens:dense_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20458, forest, chaosawakens:dense_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
20459, forest, chaosawakens:dense_forest, AMBIENT, minecraft:bat, 10, 8, 8
20460, forest, chaosawakens:dense_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20461, forest, chaosawakens:dense_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20462, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20463, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20464, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20465, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20466, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20467, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20468, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20469, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20470, forest, chaosawakens:dense_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20471, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:spider, 80, 4, 4
20472, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:zombie, 80, 4, 4
20473, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
20474, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:skeleton, 80, 4, 4
20475, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:creeper, 80, 4, 4
20476, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:slime, 80, 4, 4
20477, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:enderman, 5, 1, 4
20478, forest, chaosawakens:dense_ginkgo_forest, MONSTER, minecraft:witch, 5, 1, 1
20479, forest, chaosawakens:dense_ginkgo_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
20480, forest, chaosawakens:dense_ginkgo_forest, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20481, forest, chaosawakens:dense_ginkgo_forest, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20482, forest, chaosawakens:dense_ginkgo_forest, MONSTER, tconstruct:earth_slime, 80, 2, 4
20483, forest, chaosawakens:dense_ginkgo_forest, MONSTER, tconstruct:sky_slime, 80, 2, 4
20484, forest, chaosawakens:dense_ginkgo_forest, MONSTER, quark:stoneling, 80, 1, 1
20485, forest, chaosawakens:dense_ginkgo_forest, MONSTER, quark:toretoise, 80, 1, 1
20486, forest, chaosawakens:dense_ginkgo_forest, CREATURE, minecraft:sheep, 12, 4, 4
20487, forest, chaosawakens:dense_ginkgo_forest, CREATURE, minecraft:pig, 10, 4, 4
20488, forest, chaosawakens:dense_ginkgo_forest, CREATURE, minecraft:chicken, 10, 4, 4
20489, forest, chaosawakens:dense_ginkgo_forest, CREATURE, minecraft:cow, 10, 4, 4
20490, forest, chaosawakens:dense_ginkgo_forest, CREATURE, minecraft:llama, 10, 4, 6
20491, forest, chaosawakens:dense_ginkgo_forest, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20492, forest, chaosawakens:dense_ginkgo_forest, CREATURE, ars_nouveau:sylph, 10, 1, 1
20493, forest, chaosawakens:dense_ginkgo_forest, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20494, forest, chaosawakens:dense_ginkgo_forest, CREATURE, goblinsanddungeons:ogre, 10, 1, 1
20495, forest, chaosawakens:dense_ginkgo_forest, AMBIENT, minecraft:bat, 10, 8, 8
20496, forest, chaosawakens:dense_ginkgo_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20497, forest, chaosawakens:dense_ginkgo_forest, WATER_CREATURE, minecraft:squid, 80, 4, 4
20498, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20499, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20500, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20501, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20502, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20503, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20504, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20505, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20506, forest, chaosawakens:dense_ginkgo_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20507, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:spider, 80, 4, 4
20508, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:zombie, 80, 4, 4
20509, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
20510, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
20511, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:creeper, 80, 4, 4
20512, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:slime, 80, 4, 4
20513, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:enderman, 5, 1, 4
20514, extreme_hills, chaosawakens:dense_mountains, MONSTER, minecraft:witch, 5, 1, 1
20515, extreme_hills, chaosawakens:dense_mountains, MONSTER, thermal:basalz, 10, 1, 3
20516, extreme_hills, chaosawakens:dense_mountains, MONSTER, chaosawakens:hercules_beetle, 80, 1, 4
20517, extreme_hills, chaosawakens:dense_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
20518, extreme_hills, chaosawakens:dense_mountains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
20519, extreme_hills, chaosawakens:dense_mountains, MONSTER, ars_nouveau:wilden_hunter, 50, 1, 1
20520, extreme_hills, chaosawakens:dense_mountains, MONSTER, tconstruct:earth_slime, 80, 2, 4
20521, extreme_hills, chaosawakens:dense_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
20522, extreme_hills, chaosawakens:dense_mountains, MONSTER, quark:stoneling, 80, 1, 1
20523, extreme_hills, chaosawakens:dense_mountains, MONSTER, quark:toretoise, 80, 1, 1
20524, extreme_hills, chaosawakens:dense_mountains, CREATURE, minecraft:sheep, 12, 4, 4
20525, extreme_hills, chaosawakens:dense_mountains, CREATURE, minecraft:pig, 10, 4, 4
20526, extreme_hills, chaosawakens:dense_mountains, CREATURE, minecraft:chicken, 10, 4, 4
20527, extreme_hills, chaosawakens:dense_mountains, CREATURE, minecraft:cow, 10, 4, 4
20528, extreme_hills, chaosawakens:dense_mountains, CREATURE, minecraft:llama, 10, 4, 6
20529, extreme_hills, chaosawakens:dense_mountains, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
20530, extreme_hills, chaosawakens:dense_mountains, CREATURE, ars_nouveau:sylph, 10, 1, 1
20531, extreme_hills, chaosawakens:dense_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20532, extreme_hills, chaosawakens:dense_mountains, AMBIENT, minecraft:bat, 10, 8, 8
20533, extreme_hills, chaosawakens:dense_mountains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20534, extreme_hills, chaosawakens:dense_mountains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20535, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20536, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20537, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20538, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20539, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20540, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20541, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20542, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20543, extreme_hills, chaosawakens:dense_mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20544, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:spider, 80, 4, 4
20545, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:zombie, 80, 4, 4
20546, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:skeleton, 80, 4, 4
20547, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:creeper, 80, 4, 4
20548, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:slime, 80, 4, 4
20549, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:enderman, 5, 1, 4
20550, none, chaosawakens:stalagmite_valley, MONSTER, minecraft:witch, 5, 1, 1
20551, none, chaosawakens:stalagmite_valley, MONSTER, mowziesmobs:grottol, 10, 1, 1
20552, none, chaosawakens:stalagmite_valley, MONSTER, tconstruct:earth_slime, 80, 2, 4
20553, none, chaosawakens:stalagmite_valley, MONSTER, tconstruct:sky_slime, 80, 2, 4
20554, none, chaosawakens:stalagmite_valley, MONSTER, quark:stoneling, 80, 1, 1
20555, none, chaosawakens:stalagmite_valley, MONSTER, quark:toretoise, 80, 1, 1
20556, none, chaosawakens:stalagmite_valley, CREATURE, chaosawakens:dimetrodon, 10, 1, 3
20557, none, chaosawakens:stalagmite_valley, CREATURE, chaosawakens:emerald_gator, 10, 1, 4
20558, none, chaosawakens:stalagmite_valley, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20559, none, chaosawakens:stalagmite_valley, AMBIENT, minecraft:bat, 10, 8, 8
20560, none, chaosawakens:stalagmite_valley, WATER_CREATURE, minecraft:squid, 80, 4, 4
20561, none, chaosawakens:stalagmite_valley, WATER_CREATURE, minecraft:squid, 80, 4, 4
20562, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20563, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20564, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20565, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20566, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20567, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20568, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20569, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20570, none, chaosawakens:stalagmite_valley, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20571, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:spider, 80, 4, 4
20572, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:zombie, 80, 4, 4
20573, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
20574, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:creeper, 80, 4, 4
20575, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:slime, 80, 4, 4
20576, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:enderman, 5, 1, 4
20577, none, chaosawakens:mesozoic_jungle, MONSTER, minecraft:witch, 5, 1, 1
20578, none, chaosawakens:mesozoic_jungle, MONSTER, mowziesmobs:grottol, 10, 1, 1
20579, none, chaosawakens:mesozoic_jungle, MONSTER, tconstruct:earth_slime, 80, 2, 4
20580, none, chaosawakens:mesozoic_jungle, MONSTER, tconstruct:sky_slime, 80, 2, 4
20581, none, chaosawakens:mesozoic_jungle, MONSTER, quark:stoneling, 80, 1, 1
20582, none, chaosawakens:mesozoic_jungle, MONSTER, quark:toretoise, 80, 1, 1
20583, none, chaosawakens:mesozoic_jungle, CREATURE, chaosawakens:dimetrodon, 10, 1, 3
20584, none, chaosawakens:mesozoic_jungle, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20585, none, chaosawakens:mesozoic_jungle, AMBIENT, minecraft:bat, 10, 8, 8
20586, none, chaosawakens:mesozoic_jungle, AMBIENT, chaosawakens:bird, 10, 1, 4
20587, none, chaosawakens:mesozoic_jungle, WATER_CREATURE, minecraft:squid, 80, 4, 4
20588, none, chaosawakens:mesozoic_jungle, WATER_CREATURE, minecraft:squid, 80, 4, 4
20589, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20590, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20591, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20592, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20593, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20594, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20595, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20596, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20597, none, chaosawakens:mesozoic_jungle, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20598, none, chaosawakens:village_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
20599, none, chaosawakens:village_plains, MONSTER, tconstruct:earth_slime, 80, 2, 4
20600, none, chaosawakens:village_plains, MONSTER, tconstruct:sky_slime, 80, 2, 4
20601, none, chaosawakens:village_plains, MONSTER, quark:stoneling, 80, 1, 1
20602, none, chaosawakens:village_plains, MONSTER, quark:toretoise, 80, 1, 1
20603, none, chaosawakens:village_plains, CREATURE, minecraft:sheep, 12, 4, 4
20604, none, chaosawakens:village_plains, CREATURE, minecraft:pig, 10, 4, 4
20605, none, chaosawakens:village_plains, CREATURE, chaosawakens:carrot_pig, 10, 3, 3
20606, none, chaosawakens:village_plains, CREATURE, chaosawakens:golden_carrot_pig, 10, 2, 2
20607, none, chaosawakens:village_plains, CREATURE, chaosawakens:enchanted_golden_carrot_pig, 10, 1, 1
20608, none, chaosawakens:village_plains, CREATURE, minecraft:chicken, 10, 4, 4
20609, none, chaosawakens:village_plains, CREATURE, chaosawakens:lettuce_chicken, 10, 3, 3
20610, none, chaosawakens:village_plains, CREATURE, minecraft:cow, 10, 4, 4
20611, none, chaosawakens:village_plains, CREATURE, chaosawakens:apple_cow, 10, 4, 4
20612, none, chaosawakens:village_plains, CREATURE, chaosawakens:golden_apple_cow, 10, 3, 3
20613, none, chaosawakens:village_plains, CREATURE, chaosawakens:enchanted_golden_apple_cow, 10, 1, 1
20614, none, chaosawakens:village_plains, CREATURE, minecraft:horse, 10, 2, 6
20615, none, chaosawakens:village_plains, CREATURE, minecraft:donkey, 10, 1, 3
20616, none, chaosawakens:village_plains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
20617, none, chaosawakens:village_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20618, none, chaosawakens:village_plains, WATER_CREATURE, minecraft:squid, 80, 4, 4
20619, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
20620, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
20621, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
20622, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
20623, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
20624, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
20625, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
20626, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
20627, none, chaosawakens:village_plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
20628, none, chaosawakens:village_plains, robo, chaosawakens:robo_pounder, 10, 1, 1
20629, none, chaosawakens:village_plains, robo, chaosawakens:robo_warrior, 10, 1, 2
